Draw Date,Winning Numbers,Multiplier,double_play_winning_numbers
2/12/2022,08 10 21 41 62 07,3,
2/14/2022,16 25 27 49 55 17,3,
2/16/2022,22 30 40 42 48 16,2,
2/19/2022,03 10 15 33 42 11,2,
2/21/2022,02 36 37 45 69 03,2,
2/23/2022,06 17 21 35 64 18,2,
2/26/2022,15 32 36 48 64 19,3,
2/28/2022,07 21 39 47 55 19,2,
3/2/2022,19 37 48 61 63 12,2,
3/5/2022,08 23 37 52 63 13,2,
3/7/2022,10 43 55 59 67 02,3,
3/9/2022,13 22 34 51 67 10,2,
3/14/2022,21 28 32 44 49 06,3,
3/16/2022,03 28 34 35 58 17,2,
3/19/2022,08 09 18 48 52 06,2,
3/21/2022,01 15 26 63 65 16,2,
3/23/2022,31 32 37 38 48 24,2,
3/26/2022,02 10 50 59 61 06,3,
3/28/2022,11 18 39 58 62 03,2,
3/30/2022,03 07 21 31 37 11,3,
4/2/2022,06 28 47 58 59 18,2,
4/4/2022,02 32 39 46 69 06,2,
4/6/2022,06 42 45 47 64 18,3,
4/11/2022,05 07 24 31 34 04,2,
4/13/2022,14 16 41 63 68 26,2,
4/16/2022,15 21 32 62 65 26,5,
4/18/2022,08 33 55 59 62 18,2,
4/20/2022,20 30 45 55 56 14,2,
4/23/2022,10 39 47 49 56 08,3,
4/25/2022,12 18 20 39 61 10,2,
4/27/2022,11 36 61 62 68 04,2,
4/30/2022,14 21 37 44 63 01,3,
5/2/2022,18 27 33 39 44 08,5,
5/4/2022,37 39 55 63 69 23,2,
5/7/2022,04 05 06 28 67 10,2,
5/9/2022,18 30 35 52 56 05,2,
5/11/2022,05 07 61 63 69 18,2,
5/14/2022,06 40 41 45 52 09,3,
5/16/2022,07 15 22 36 64 13,2,
5/18/2022,40 41 58 64 65 17,3,
5/21/2022,14 15 25 52 58 11,2,
5/23/2022,01 33 37 39 42 26,2,
5/25/2022,19 28 39 42 57 17,3,
5/28/2022,02 39 50 61 66 15,2,
5/30/2022,27 28 51 68 69 22,2,
6/1/2022,11 41 56 57 63 02,2,
6/4/2022,14 16 36 52 60 16,3,
6/6/2022,02 10 35 44 46 04,2,
6/8/2022,22 39 43 62 64 07,4,
6/11/2022,18 20 26 53 69 05,2,
6/13/2022,02 27 42 44 51 25,2,
6/15/2022,19 28 41 42 51 07,2,
6/18/2022,10 19 40 45 58 25,2,
6/20/2022,03 44 61 63 69 13,2,
6/22/2022,06 10 31 48 56 12,3,
6/25/2022,06 12 20 27 32 04,3,
6/27/2022,11 13 18 30 37 16,3,
6/29/2022,08 40 49 58 63 14,3,
7/2/2022,09 10 37 59 62 26,3,
7/4/2022,15 16 24 31 56 04,2,
7/6/2022,32 36 49 62 69 13,2,
7/9/2022,14 22 42 46 52 24,3,
7/11/2022,04 26 34 37 52 09,2,
7/13/2022,22 23 36 47 63 02,2,
7/16/2022,03 18 23 32 57 21,2,
7/18/2022,14 34 36 50 58 05,3,
7/20/2022,10 20 23 49 65 22,3,
7/23/2022,39 41 54 59 62 12,3,
7/25/2022,25 37 38 39 65 05,2,
7/27/2022,01 25 44 55 57 26,2,
7/30/2022,04 17 57 58 68 12,3,
8/1/2022,15 21 31 36 65 16,3,
8/3/2022,09 21 56 57 66 11,2,
8/6/2022,08 15 46 56 68 03,2,
8/8/2022,32 45 51 57 58 12,2,
8/10/2022,29 44 59 61 68 19,2,
8/13/2022,19 24 35 43 62 02,10,
8/15/2022,20 24 47 50 63 05,2,
8/17/2022,23 28 41 50 55 24,2,
8/20/2022,05 09 11 16 66 07,2,
8/22/2022,12 27 34 55 67 09,2,
8/24/2022,06 24 35 37 44 22,4,
8/27/2022,02 18 56 60 65 14,3,
8/29/2022,13 36 43 61 69 18,3,
8/31/2022,07 08 19 24 28 01,2,
9/3/2022,18 27 49 65 69 09,2,
9/5/2022,04 07 32 55 64 25,2,
9/7/2022,03 16 30 33 36 20,3,
9/10/2022,38 42 56 68 69 04,2,
9/12/2022,06 14 16 34 66 25,3,
9/14/2022,09 10 20 22 52 25,3,
9/17/2022,05 25 36 51 61 01,3,
9/19/2022,07 15 36 46 67 07,2,
9/21/2022,06 33 34 45 54 07,2,
9/24/2022,03 09 21 24 29 14,2,
9/26/2022,13 20 31 33 59 20,3,
9/28/2022,06 10 24 33 67 11,3,
10/1/2022,08 21 22 65 69 26,2,
10/3/2022,02 16 22 55 63 22,4,
10/5/2022,26 30 33 37 62 06,2,
10/8/2022,13 43 53 60 68 05,2,
10/10/2022,03 06 11 17 22 11,2,
10/12/2022,14 30 41 42 59 06,5,
10/15/2022,32 37 40 58 62 15,5,
10/17/2022,19 30 36 46 60 25,3,
10/19/2022,06 08 15 27 42 10,3,
10/22/2022,19 25 48 55 60 18,2,
10/24/2022,18 23 35 45 54 16,4,
10/26/2022,19 36 37 46 56 24,2,
10/29/2022,19 31 40 46 57 23,3,
10/31/2022,13 19 36 39 59 13,3,
11/2/2022,02 11 22 35 60 23,2,
11/5/2022,28 45 53 56 69 20,3,
11/9/2022,07 14 24 30 56 07,2,
11/12/2022,16 20 44 57 58 06,4,
11/14/2022,19 35 53 54 67 21,2,
11/16/2022,28 34 51 53 56 11,2,
11/19/2022,07 28 62 63 64 10,3,
11/21/2022,01 06 40 51 67 02,2,
11/23/2022,01 02 31 39 66 25,2,
11/26/2022,15 30 47 50 51 03,10,
11/28/2022,29 30 32 48 50 20,2,
11/30/2022,04 19 24 47 66 10,2,
12/3/2022,06 13 33 36 37 07,4,
12/5/2022,35 45 47 54 55 14,2,
12/7/2022,06 28 44 59 61 21,2,
12/10/2022,09 23 47 49 68 19,2,
12/12/2022,16 31 50 55 61 09,4,
12/14/2022,36 51 59 66 68 25,10,
12/17/2022,33 56 64 66 68 12,2,
12/19/2022,07 37 55 65 67 12,5,
12/21/2022,12 15 24 34 59 14,2,
12/24/2022,17 37 46 54 67 08,3,
12/26/2022,17 41 47 60 61 17,3,
12/28/2022,26 32 38 45 56 01,2,
12/31/2022,18 37 44 50 64 11,3,
1/2/2023,07 09 12 31 62 22,2,
1/4/2023,12 32 56 67 68 26,3,
1/7/2023,35 36 44 45 67 14,3,
1/9/2023,18 43 48 60 69 14,3,
1/11/2023,04 08 46 47 48 05,3,
1/14/2023,24 26 39 47 57 23,2,
1/16/2023,04 14 33 39 61 03,3,
1/18/2023,06 15 22 42 47 26,3,
1/21/2023,05 14 19 46 64 22,4,
1/23/2023,12 31 47 58 60 23,3,
1/25/2023,09 17 20 38 40 18,2,
1/28/2023,02 18 23 27 47 15,4,
1/30/2023,01 04 12 36 49 05,2,
2/1/2023,31 43 58 59 66 09,2,
2/4/2023,02 08 15 19 58 10,2,
2/6/2023,05 11 22 23 69 07,2,
2/8/2023,52 58 59 64 66 09,2,
2/11/2023,10 23 30 54 65 11,4,
2/13/2023,17 26 37 61 65 02,2,
2/15/2023,31 32 54 60 63 12,4,
2/18/2023,08 21 31 32 37 23,4,
2/20/2023,03 17 26 38 54 15,3,
2/22/2023,11 19 39 44 65 07,2,
2/25/2023,11 24 58 66 67 26,3,
2/27/2023,16 28 49 51 55 23,2,
3/1/2023,02 09 28 36 53 04,2,
3/4/2023,10 16 18 40 66 16,3,
3/6/2023,02 13 29 58 69 04,3,
3/8/2023,26 27 43 61 69 04,3,
3/11/2023,11 20 33 43 58 24,2,
3/13/2023,03 10 24 46 63 04,2,
3/15/2023,16 18 33 37 50 08,2,
3/18/2023,14 20 30 54 69 11,2,
3/20/2023,01 27 32 47 67 14,2,
3/22/2023,27 28 37 50 57 05,2,
3/25/2023,15 17 18 47 57 19,2,
3/27/2023,19 26 36 43 58 14,3,
3/29/2023,04 09 24 46 66 07,3,
4/1/2023,11 19 21 29 52 17,4,
4/3/2023,16 30 31 54 68 01,2,
4/5/2023,03 05 09 42 52 11,2,
4/8/2023,11 22 24 51 60 18,3,
4/10/2023,09 10 36 46 52 14,2,
4/12/2023,09 36 41 44 59 04,2,
4/15/2023,01 33 34 56 59 18,3,
4/17/2023,23 25 35 63 64 25,3,
4/19/2023,04 11 21 38 64 11,3,
4/22/2023,17 36 47 63 68 25,2,
4/24/2023,19 21 55 66 68 03,2,
4/26/2023,02 15 30 35 49 06,2,
4/29/2023,16 53 54 57 65 08,2,
5/1/2023,03 38 55 61 66 01,3,
5/3/2023,21 26 30 45 47 23,3,
5/6/2023,31 39 47 51 53 06,2,
5/8/2023,15 20 33 36 43 12,2,
5/10/2023,21 24 33 55 69 03,10,
5/13/2023,03 15 20 23 46 11,2,
5/15/2023,01 26 28 55 58 25,2,
5/17/2023,18 34 37 45 51 14,2,
5/20/2023,17 23 32 38 63 23,2,
5/22/2023,09 38 48 52 68 25,4,
5/24/2023,12 21 44 50 58 26,3,
5/27/2023,24 38 39 48 56 04,2,
5/29/2023,21 33 35 62 64 24,2,
5/31/2023,02 04 54 61 62 14,3,
6/3/2023,15 45 64 67 68 18,2,
6/5/2023,02 31 45 46 49 20,2,
6/7/2023,16 21 29 53 66 02,5,
6/10/2023,21 32 42 46 50 04,3,
6/12/2023,02 03 16 23 68 07,2,
6/14/2023,03 20 36 42 64 04,2,
6/17/2023,02 12 45 61 64 26,2,
6/19/2023,36 39 52 57 69 01,3,
6/21/2023,05 11 33 35 63 14,2,
6/24/2023,02 38 44 50 62 19,3,
6/26/2023,06 28 39 43 54 12,4,
6/28/2023,19 25 34 57 68 04,5,
7/1/2023,04 17 35 49 61 08,2,
7/3/2023,15 26 31 38 61 03,3,
7/5/2023,17 24 48 62 68 23,2,
7/8/2023,07 23 24 32 43 18,2,
7/10/2023,02 24 34 53 58 13,2,
7/12/2023,23 35 45 66 67 20,3,
7/15/2023,02 09 43 55 57 18,2,
7/17/2023,05 08 09 17 41 21,4,
7/19/2023,07 10 11 13 24 24,2,
7/22/2023,25 27 36 37 63 07,2,
7/24/2023,03 04 12 28 49 25,2,
7/26/2023,03 16 40 48 60 14,2,
7/29/2023,10 25 27 34 38 02,3,
7/31/2023,02 11 48 58 65 13,2,
8/2/2023,23 24 33 51 64 05,2,
8/5/2023,18 42 44 62 65 23,2,
8/7/2023,06 13 20 35 54 22,2,
8/9/2023,10 15 21 67 69 03,2,
8/12/2023,19 21 37 50 65 26,2,
8/14/2023,32 34 37 39 47 03,2,
8/16/2023,09 11 17 19 55 01,2,
8/19/2023,01 25 27 38 62 13,2,
8/21/2023,03 04 12 22 28 16,2,
8/23/2023,25 30 32 33 55 20,2,
8/26/2023,20 22 26 28 63 05,3,
8/28/2023,04 06 25 55 68 26,2,
8/30/2023,04 13 35 61 69 04,2,
9/2/2023,25 38 42 66 67 19,4,
9/4/2023,01 26 32 46 51 13,3,
9/6/2023,09 14 20 23 63 01,3,
9/9/2023,11 19 29 63 68 25,2,
9/11/2023,09 25 27 53 66 05,2,
9/13/2023,22 30 37 44 45 18,3,
9/16/2023,08 11 19 24 46 05,2,
9/18/2023,02 21 26 40 42 09,3,
9/20/2023,16 27 59 62 63 23,3,
9/23/2023,01 12 20 33 66 21,2,
9/25/2023,10 12 22 36 50 04,2,
9/27/2023,01 07 46 47 63 07,3,
9/30/2023,19 30 37 44 46 22,2,
10/2/2023,12 26 27 43 47 05,2,
10/4/2023,09 35 54 63 64 01,2,
10/7/2023,47 54 57 60 65 19,3,
10/9/2023,16 34 46 55 67 14,3,
10/11/2023,22 24 40 52 64 10,2,
10/14/2023,14 16 42 48 64 14,2,
10/16/2023,02 27 31 44 64 18,3,
10/18/2023,01 04 13 35 58 24,2,
10/21/2023,06 15 24 67 68 11,2,
10/23/2023,18 21 25 46 64 21,5,
10/25/2023,25 27 41 53 68 02,2,
10/28/2023,14 24 50 59 64 02,2,
10/30/2023,19 22 34 66 69 05,3,
11/1/2023,22 26 39 47 63 12,3,
11/4/2023,01 28 30 34 52 06,2,
11/6/2023,12 25 40 59 61 26,2,
11/8/2023,14 21 33 39 62 20,2,
11/11/2023,01 12 14 24 57 07,4,
11/13/2023,24 33 35 37 42 21,2,
11/15/2023,03 04 51 53 60 06,3,
11/18/2023,34 50 51 61 67 20,2,
11/20/2023,19 26 30 39 63 13,2,
11/22/2023,20 24 33 39 42 21,2,
11/25/2023,27 33 63 66 68 09,2,
11/27/2023,02 21 38 61 66 12,2,
11/29/2023,06 47 50 61 68 04,2,
12/2/2023,28 35 41 47 60 03,2,
12/4/2023,18 19 27 28 45 09,3,
12/6/2023,02 12 37 56 65 21,3,
12/9/2023,05 25 26 40 60 01,2,
12/11/2023,01 24 27 31 62 20,3,
12/13/2023,03 08 41 56 64 18,2,
12/16/2023,03 09 10 20 62 25,3,
12/18/2023,05 08 19 34 39 26,3,
12/20/2023,27 35 41 56 60 16,2,
12/23/2023,09 14 17 18 53 06,3,
12/25/2023,05 12 20 24 29 04,2,
12/27/2023,04 11 38 51 68 05,3,
12/30/2023,10 11 26 27 34 07,4,
1/1/2024,12 21 42 44 49 01,3,
1/3/2024,30 31 38 48 68 08,10,
1/6/2024,04 31 34 38 61 13,2,
1/8/2024,07 17 28 40 45 02,3,
1/10/2024,25 40 43 48 50 11,2,
1/13/2024,13 31 33 51 58 15,2,
1/15/2024,13 30 35 49 59 04,3,
1/17/2024,18 22 43 61 65 02,4,
1/20/2024,16 31 34 47 65 10,3,
1/22/2024,24 25 43 52 63 21,2,
1/24/2024,01 05 32 50 64 08,4,
1/27/2024,07 38 65 66 68 21,2,
1/29/2024,39 41 43 49 64 04,2,
1/31/2024,15 18 19 41 43 14,2,
2/3/2024,09 11 27 59 66 19,3,
2/5/2024,01 02 27 30 67 09,5,
2/7/2024,12 21 62 67 69 17,3,
2/10/2024,27 28 34 37 44 08,2,
2/12/2024,17 36 43 53 67 14,2,
2/14/2024,01 04 45 47 67 18,2,
2/17/2024,06 28 59 62 69 21,3,
2/19/2024,04 23 45 50 53 17,3,
2/21/2024,04 27 33 41 42 14,2,
2/24/2024,03 08 40 53 58 03,3,
2/26/2024,24 29 42 51 54 16,3,
2/28/2024,16 26 29 38 50 06,2,
3/2/2024,03 18 27 36 53 12,2,
3/4/2024,36 42 50 52 67 26,2,
3/6/2024,06 19 28 44 60 10,2,
3/9/2024,30 36 49 52 63 16,5,
3/11/2024,01 03 07 16 66 05,5,
3/13/2024,21 29 54 59 62 04,2,
3/16/2024,12 23 44 57 61 05,2,
3/18/2024,10 17 20 39 44 16,3,
3/20/2024,13 22 27 54 66 09,2,
3/23/2024,06 23 25 34 51 03,2,
3/25/2024,07 11 19 53 68 23,2,
3/27/2024,37 46 57 60 66 08,2,
3/30/2024,12 13 33 50 52 23,3,
4/1/2024,19 24 40 42 56 23,2,
4/3/2024,11 38 41 62 65 15,3,
4/6/2024,22 27 44 52 69 09,3,
4/8/2024,06 21 23 39 54 23,2,
4/10/2024,06 07 12 24 36 15,2,
4/13/2024,07 33 40 43 69 10,5,
4/15/2024,07 16 41 56 61 23,3,
4/17/2024,24 29 44 47 54 02,2,
4/20/2024,04 35 41 44 58 25,3,
4/22/2024,12 16 33 39 52 01,2,
4/24/2024,02 20 22 26 47 21,4,
4/27/2024,09 30 53 55 62 23,3,
4/29/2024,11 38 47 67 69 14,2,
5/1/2024,01 11 19 21 68 15,2,
5/4/2024,14 20 23 53 69 04,2,
5/6/2024,07 23 24 56 60 25,2,
5/8/2024,07 41 43 44 51 05,2,
5/11/2024,03 06 39 49 67 21,2,
5/13/2024,05 14 29 38 66 01,2,
5/15/2024,19 42 45 55 69 06,2,
5/18/2024,19 36 37 42 59 19,2,
5/20/2024,01 07 48 64 68 05,2,
5/22/2024,05 16 18 26 67 04,3,
5/25/2024,06 33 35 36 64 24,3,
5/27/2024,09 30 39 49 59 21,5,
5/29/2024,17 34 56 60 61 09,2,
6/1/2024,28 38 52 54 68 08,2,
6/3/2024,19 29 35 36 45 16,2,
6/5/2024,08 44 45 51 69 12,3,
6/8/2024,08 38 52 54 64 15,3,
6/10/2024,03 10 33 58 59 09,2,
6/12/2024,19 30 31 61 62 21,2,
6/15/2024,04 36 48 54 56 02,3,
6/17/2024,30 48 53 58 66 09,2,
6/19/2024,04 27 44 50 64 07,3,
6/22/2024,04 05 15 32 62 21,2,
6/24/2024,05 06 36 53 69 08,2,
6/26/2024,04 09 36 47 56 07,5,
6/29/2024,26 51 54 61 69 25,3,
7/1/2024,05 09 32 39 55 09,2,
7/3/2024,02 26 33 55 57 22,2,
7/6/2024,05 32 35 39 49 21,2,
7/8/2024,20 22 31 33 45 01,3,
7/10/2024,07 11 12 27 46 26,3,
7/13/2024,09 55 59 66 69 21,2,
7/15/2024,09 31 39 40 45 23,3,
7/17/2024,24 27 32 47 66 26,2,
7/20/2024,18 25 31 40 57 04,3,
7/22/2024,31 36 56 58 69 20,2,
7/24/2024,16 42 59 63 68 13,2,
7/27/2024,03 31 37 40 64 17,3,
7/29/2024,11 27 30 33 44 16,3,
7/31/2024,23 34 37 50 58 07,2,
8/3/2024,13 33 40 60 61 20,3,
8/5/2024,29 42 44 51 54 12,2,
8/7/2024,06 19 35 47 57 09,3,
8/10/2024,09 24 33 64 69 09,2,
8/12/2024,09 22 57 67 68 14,3,
8/14/2024,08 09 23 29 62 13,2,
8/17/2024,12 31 43 45 46 22,5,
8/19/2024,01 02 15 23 28 10,2,
8/21/2024,27 31 33 38 67 03,2,
8/24/2024,05 15 21 24 43 17,3,
8/26/2024,02 04 23 68 69 15,3,
8/28/2024,05 33 47 50 64 20,2,
8/31/2024,04 34 35 38 69 19,2,
9/2/2024,08 42 46 48 53 22,3,
9/4/2024,07 10 21 33 59 20,3,
9/7/2024,14 34 37 55 63 20,2,
9/9/2024,01 16 21 47 60 05,3,
9/11/2024,10 12 55 65 67 03,3,
9/14/2024,29 34 38 48 56 16,2,
9/16/2024,08 09 11 27 31 17,5,
9/18/2024,01 11 22 47 68 07,4,
9/21/2024,17 19 21 37 45 14,2,
9/23/2024,15 21 25 37 45 19,3,
9/25/2024,02 26 45 46 52 21,2,
9/28/2024,03 11 13 24 39 22,3,
9/30/2024,09 11 30 43 69 20,2,
10/2/2024,01 02 21 37 43 21,3,
10/5/2024,02 12 46 52 65 03,2,
10/7/2024,18 30 31 52 63 22,2,
10/9/2024,25 32 43 53 66 10,3,
10/12/2024,05 14 20 41 57 06,3,
10/14/2024,14 18 33 64 67 14,2,
10/16/2024,04 30 39 44 60 11,2,
10/19/2024,07 16 19 45 64 25,3,
10/21/2024,01 25 57 62 64 15,2,
10/23/2024,02 15 27 29 39 20,2,
10/26/2024,08 12 40 45 51 15,2,
10/28/2024,21 27 32 48 67 17,2,
10/30/2024,13 22 29 43 58 22,3,
11/2/2024,10 45 48 58 61 02,3,
11/4/2024,06 18 33 48 53 21,10,
11/6/2024,12 17 37 58 62 04,2,
11/9/2024,11 24 50 56 66 16,2,
11/11/2024,03 21 24 34 46 09,3,
11/13/2024,09 20 26 43 58 09,2,
11/16/2024,21 22 25 32 38 16,5,
11/18/2024,27 31 41 52 69 26,3,
11/20/2024,16 30 60 62 64 25,3,
11/23/2024,12 13 34 44 67 08,3,
11/25/2024,05 35 45 60 63 12,2,
11/27/2024,01 06 07 13 40 05,5,
11/30/2024,04 24 29 39 63 25,4,
12/2/2024,03 09 26 61 67 13,2,
12/4/2024,01 23 25 28 61 13,2,
12/7/2024,01 31 43 55 57 22,2,
12/9/2024,35 37 40 45 51 24,2,
12/11/2024,13 44 50 52 54 20,2,
12/14/2024,12 17 23 52 67 01,2,
12/16/2024,09 30 33 57 61 17,2,
12/18/2024,06 15 18 33 49 07,2,
12/21/2024,01 12 17 21 58 01,3,
12/23/2024,22 42 44 57 64 18,2,
12/25/2024,15 26 27 30 35 03,3,
12/28/2024,06 31 51 54 55 12,2,
12/30/2024,09 19 33 38 39 01,3,
1/1/2025,06 12 28 35 66 26,3,
1/4/2025,26 32 43 54 56 24,2,
1/6/2025,17 34 46 66 67 14,2,
1/8/2025,01 20 36 38 43 24,2,
1/11/2025,03 06 32 37 65 04,3,
1/13/2025,04 06 16 39 66 09,2,
1/15/2025,08 41 52 53 58 07,3,
1/18/2025,14 31 35 64 69 23,2,
1/20/2025,15 16 32 47 54 06,3,
1/22/2025,05 06 27 40 49 05,2,
1/25/2025,08 15 17 53 66 14,3,
1/27/2025,02 40 47 53 55 20,2,
1/29/2025,08 12 31 33 38 18,3,
2/1/2025,23 29 32 49 61 08,2,
2/3/2025,12 37 47 54 60 17,3,
2/5/2025,19 27 30 50 62 14,3,
2/8/2025,23 44 57 60 62 09,2,
2/10/2025,02 17 18 29 43 03,3,
2/12/2025,21 32 36 45 49 18,2,
2/15/2025,03 16 45 54 56 12,2,
2/17/2025,04 44 47 52 57 09,4,
2/19/2025,06 21 28 49 60 20,2,
2/22/2025,07 18 22 50 65 15,2,
2/24/2025,10 11 34 59 68 14,3,
2/26/2025,28 48 55 60 62 20,2,
3/1/2025,02 23 36 44 49 25,3,
3/3/2025,18 20 50 52 56 20,2,
3/5/2025,24 28 40 63 65 20,3,
3/8/2025,02 04 16 23 63 13,3,
3/10/2025,17 40 47 50 55 06,2,
3/12/2025,11 13 28 51 58 01,2,
3/15/2025,12 28 33 36 54 05,3,
3/17/2025,11 18 23 38 60 09,2,
3/19/2025,08 11 21 49 59 15,2,
3/22/2025,06 07 25 46 57 12,3,
3/24/2025,06 23 35 36 47 12,2,
3/26/2025,05 20 29 39 53 06,3,
3/29/2025,07 11 21 53 61 02,3,
3/31/2025,12 41 44 52 64 25,2,
4/2/2025,05 17 41 64 69 01,2,
4/5/2025,04 23 30 46 62 02,4,
4/7/2025,20 23 48 59 66 04,2,
4/9/2025,04 29 37 55 67 10,4,
4/12/2025,16 22 44 45 53 19,2,
4/14/2025,03 20 30 52 62 01,3,
4/16/2025,20 24 42 43 49 19,3,
4/19/2025,07 25 37 39 63 01,3,
4/21/2025,04 33 45 46 51 25,3,
4/23/2025,15 44 63 66 69 20,2,
4/26/2025,01 12 14 18 69 02,3,
4/28/2025,26 43 51 56 60 24,4,
4/30/2025,01 02 03 57 59 09,2,
5/3/2025,10 21 23 35 65 24,2,
5/5/2025,16 34 40 45 66 19,2,
5/7/2025,14 15 30 40 59 20,3,
5/10/2025,05 20 28 39 42 13,2,
5/12/2025,15 16 41 48 60 21,3,
5/14/2025,04 10 24 29 53 04,3,
5/17/2025,07 34 40 42 52 15,2,
5/19/2025,13 14 37 50 60 11,2,
5/21/2025,09 29 31 34 43 02,2,
5/24/2025,12 18 28 48 52 05,3,
5/26/2025,13 47 52 64 67 25,2,
5/28/2025,23 27 32 35 59 11,2,
5/31/2025,01 29 37 56 68 13,2,
6/2/2025,01 07 44 57 61 21,3,
6/4/2025,05 17 23 35 45 24,10,
6/7/2025,31 36 43 48 62 25,2,
6/9/2025,30 33 40 43 52 25,4,
6/11/2025,13 25 29 37 53 03,2,
6/14/2025,04 06 09 23 59 25,3,
6/16/2025,17 21 23 27 52 19,5,
6/18/2025,23 29 50 64 67 11,2,
6/21/2025,03 16 32 52 62 24,3,
6/23/2025,05 25 42 44 65 20,3,
6/25/2025,02 12 37 51 61 22,3,
6/28/2025,04 35 43 52 62 12,2,
6/30/2025,13 28 44 52 55 06,4,
7/2/2025,07 19 21 54 63 21,2,
7/5/2025,01 28 34 50 58 08,2,
7/7/2025,33 35 58 61 69 25,5,
7/9/2025,05 09 25 28 69 05,2,
7/12/2025,08 16 24 33 54 18,2,
7/14/2025,08 12 45 46 63 24,2,
7/16/2025,04 21 43 48 49 22,2,
7/19/2025,28 48 51 61 69 20,3,
7/21/2025,08 11 28 33 42 02,2,
7/23/2025,02 18 19 25 35 25,3,
7/26/2025,08 31 57 65 67 23,3,
7/28/2025,07 35 36 43 62 03,3,
7/30/2025,04 15 35 50 64 08,4,
8/2/2025,06 18 34 35 36 02,2,
8/4/2025,08 09 19 31 38 21,2,
8/6/2025,15 27 43 45 53 09,2,
8/9/2025,07 14 23 24 60 14,2,
8/11/2025,06 16 33 40 62 02,2,
8/13/2025,04 11 40 44 50 04,3,
8/16/2025,23 40 49 65 69 23,3,
8/18/2025,15 46 61 63 64 01,3,
8/20/2025,31 59 62 65 68 05,2,
8/23/2025,11 14 34 47 51 18,2,
8/25/2025,16 19 34 37 64 22,3,
8/27/2025,09 12 22 41 61 25,4,
8/30/2025,03 18 22 27 33 17,3,
9/1/2025,08 23 25 40 53 05,3,
9/3/2025,03 16 29 61 69 22,2,
9/6/2025,11 23 44 61 62 17,2,
9/8/2025,26 28 41 53 64 09,3,
9/10/2025,02 24 45 53 64 05,2,
9/13/2025,28 37 42 50 53 19,2,
9/15/2025,14 15 32 42 49 01,2,
9/17/2025,07 30 50 54 62 20,2,
9/20/2025,15 29 64 66 67 04,2,
9/22/2025,03 29 42 46 59 15,3,
9/24/2025,15 31 45 49 53 19,3,
9/27/2025,10 16 32 61 66 04,2,
9/29/2025,01 03 27 60 65 16,5,
10/1/2025,08 17 22 28 55 14,3,
10/4/2025,03 07 47 67 68 02,2,
10/6/2025,28 29 32 66 67 03,2,
10/8/2025,08 10 44 48 54 14,2,
10/11/2025,13 16 18 20 27 10,2,
10/13/2025,13 14 32 52 64 12,2,
10/15/2025,10 13 28 34 47 15,3,
10/18/2025,03 11 27 40 58 10,3,
10/20/2025,32 38 66 67 69 19,2,
10/22/2025,18 37 52 54 60 12,2,
10/25/2025,02 12 22 39 67 15,2,
10/27/2025,17 39 43 51 66 20,2,
10/29/2025,04 24 49 60 65 01,2,
11/1/2025,02 26 43 44 62 22,2,
11/3/2025,03 32 40 43 57 18,2,
11/5/2025,09 17 29 61 66 26,5,
11/8/2025,03 53 60 62 68 11,2,
11/10/2025,06 28 44 48 58 23,2,
11/12/2025,29 39 43 51 65 23,2,
11/15/2025,06 07 12 47 53 21,4,
11/17/2025,07 33 50 57 66 23,5,
11/19/2025,10 31 49 51 68 19,2,
11/22/2025,28 32 36 51 69 02,2,
11/24/2025,08 16 26 30 58 14,2,
11/26/2025,07 08 15 19 28 03,3,
11/29/2025,19 22 30 32 59 01,2,
12/1/2025,05 18 26 47 59 01,3,
12/3/2025,01 14 20 46 51 26,3,
12/6/2025,13 14 26 28 44 07,2,
12/8/2025,08 32 52 56 64 23,2,
12/10/2025,10 16 29 33 69 22,3,
12/13/2025,01 28 31 57 58 16,2,
12/15/2025,23 35 59 63 68 02,4,
12/17/2025,25 33 53 62 66 17,4,
12/20/2025,04 05 28 52 69 20,3,
12/22/2025,03 18 36 41 54 07,2,
12/24/2025,04 25 31 52 59 19,2,
12/27/2025,05 20 34 39 62 01,2,
12/29/2025,11 19 34 48 53 21,2,
12/31/2025,11 18 21 24 38 26,10,
1/3/2026,18 21 40 53 60 23,3,
1/5/2026,04 18 24 51 56 14,2,
1/7/2026,15 28 57 58 63 23,2,
1/10/2026,05 19 21 28 64 14,3,
1/12/2026,05 27 45 56 59 04,2,
1/14/2026,06 24 39 43 51 02,2,
1/17/2026,05 08 27 49 57 14,4,
1/19/2026,05 28 34 37 55 17,3,
1/21/2026,11 26 27 53 55 12,2,
1/24/2026,02 16 35 61 63 05,3,
1/26/2026,21 31 51 60 63 18,2,
1/28/2026,21 35 40 46 68 11,10,
1/31/2026,02 08 14 40 63 23,3,
2/2/2026,03 08 31 60 65 04,2,
2/4/2026,27 29 30 37 58 15,2,
2/7/2026,25 36 42 51 58 06,2,
2/9/2026,06 19 22 28 48 24,5,
2/11/2026,06 20 33 40 48 05,2,
2/14/2026,23 43 58 60 64 24,2,
2/16/2026,16 18 19 56 58 06,3,
2/18/2026,09 33 52 64 66 01,2,
2/21/2026,27 28 36 48 49 21,4,
2/23/2026,05 11 23 29 47 06,2,
2/25/2026,50 52 54 56 64 23,2,
2/28/2026,06 20 35 54 65 10,4,
3/2/2026,02 17 18 38 62 20,2,
3/4/2026,07 14 42 47 56 06,4,
3/7/2026,17 18 30 50 68 24,3,
